"Title        "	"Input A"	 		"Title        "	"Input B"	 
"ID           "	1	 		"ID           "	1	 
"Type         "	"Envelope"	 		"Type         "	"Envelope"	 
"Date         "	01/01/95	 		"Date         "	01/01/95	 
"Time         "	21:55:52	 		"Time         "	21:55:52	 
"X Scale      "	1.00E-04	 		"X Scale      "	1.00E-04	 
"X At 0%      "	9.28E-04	 		"X At 0%      "	9.28E-04	 
"X Resolution "	2.500000E+01	 		"X Resolution "	2.500000E+01	 
"X Size       "	300	 		"X Size       "	300	 
"X Unit       "	"s"	 		"X Unit       "	"s"	 
"X Label      "	"100 us/Div"	 		"X Label      "	"100 us/Div"	 
"Y Scale      "	1.00E-01	 		"Y Scale      "	1.00E+00	 
"Y At 50%     "	-4.00E-01	 		"Y At 50%     "	1.68E+00	 
"Y Resolution "	2.500000E+01	 		"Y Resolution "	2.500000E+01	 
"Y Size       "	256	 		"Y Size       "	256	 
"Y Unit       "	"V"	 		"Y Unit       "	"V"	 
"Y Label      "	"mV"	 		"Y Label      "	"V"	 

1.168E-03	-4.8E-02	-3.6E-02		1.168E-03	6.8E-01	7.6E-01
1.172E-03	-4.4E-02	-3.6E-02		1.172E-03	6.4E-01	6.8E-01
1.176E-03	-4.4E-02	-3.6E-02		1.176E-03	6.0E-01	6.8E-01
1.180E-03	-4.0E-02	-3.6E-02		1.180E-03	6.4E-01	6.8E-01
1.184E-03	-4.4E-02	-4.0E-02		1.184E-03	5.6E-01	7.2E-01
1.188E-03	-4.0E-02	-3.6E-02		1.188E-03	6.8E-01	7.2E-01
1.192E-03	-5.2E-02	-4.0E-02		1.192E-03	6.8E-01	7.6E-01
1.196E-03	-4.8E-02	-4.4E-02		1.196E-03	6.4E-01	6.8E-01
1.200E-03	-5.2E-02	-4.0E-02		1.200E-03	6.0E-01	7.6E-01
1.204E-03	-5.2E-02	-4.4E-02		1.204E-03	6.4E-01	7.2E-01
1.208E-03	-5.2E-02	-4.8E-02		1.208E-03	6.4E-01	7.6E-01
1.212E-03	-6.0E-02	-5.2E-02		1.212E-03	6.4E-01	6.8E-01
1.216E-03	-5.6E-02	-4.8E-02		1.216E-03	6.0E-01	6.0E-01
1.220E-03	-5.6E-02	-4.8E-02		1.220E-03	6.4E-01	7.2E-01
1.224E-03	-5.6E-02	-5.2E-02		1.224E-03	6.0E-01	6.8E-01
1.228E-03	-5.2E-02	-4.4E-02		1.228E-03	6.0E-01	6.8E-01
1.232E-03	-5.6E-02	-4.8E-02		1.232E-03	6.0E-01	7.2E-01
1.236E-03	-6.4E-02	-5.6E-02		1.236E-03	6.0E-01	7.2E-01
1.240E-03	-6.4E-02	-5.6E-02		1.240E-03	6.4E-01	6.8E-01
1.244E-03	-6.0E-02	-5.2E-02		1.244E-03	6.0E-01	6.8E-01
1.248E-03	-7.2E-02	-6.0E-02		1.248E-03	6.4E-01	6.8E-01
1.252E-03	-7.2E-02	-6.8E-02		1.252E-03	6.0E-01	6.8E-01
1.256E-03	-7.6E-02	-6.8E-02		1.256E-03	6.0E-01	7.2E-01
1.260E-03	-9.6E-02	-8.0E-02		1.260E-03	5.6E-01	6.8E-01
1.264E-03	-9.6E-02	-9.2E-02		1.264E-03	6.4E-01	6.8E-01
1.268E-03	-9.2E-02	-8.4E-02		1.268E-03	6.4E-01	7.2E-01
1.272E-03	-9.6E-02	-8.0E-02		1.272E-03	6.4E-01	7.2E-01
1.276E-03	-1.00E-01	-9.2E-02		1.276E-03	6.0E-01	6.8E-01
1.280E-03	-1.00E-01	-9.2E-02		1.280E-03	6.8E-01	7.6E-01
1.284E-03	-9.6E-02	-9.2E-02		1.284E-03	6.4E-01	6.8E-01
1.288E-03	-1.12E-01	-1.00E-01		1.288E-03	6.4E-01	7.2E-01
1.292E-03	-1.20E-01	-1.08E-01		1.292E-03	6.4E-01	7.2E-01
1.296E-03	-1.08E-01	-1.04E-01		1.296E-03	6.8E-01	7.2E-01
1.300E-03	-1.16E-01	-1.00E-01		1.300E-03	6.4E-01	6.8E-01
1.304E-03	-1.28E-01	-1.16E-01		1.304E-03	6.0E-01	6.8E-01
1.308E-03	-1.28E-01	-1.12E-01		1.308E-03	6.0E-01	6.8E-01
1.312E-03	-1.20E-01	-1.08E-01		1.312E-03	6.0E-01	6.8E-01
1.316E-03	-1.40E-01	-1.20E-01		1.316E-03	6.4E-01	6.8E-01
1.320E-03	-1.40E-01	-1.32E-01		1.320E-03	6.0E-01	6.8E-01
1.324E-03	-1.32E-01	-1.24E-01		1.324E-03	6.4E-01	7.2E-01
1.328E-03	-1.44E-01	-1.32E-01		1.328E-03	6.0E-01	6.8E-01
1.332E-03	-1.52E-01	-1.44E-01		1.332E-03	6.4E-01	7.2E-01
1.336E-03	-1.52E-01	-1.40E-01		1.336E-03	6.4E-01	7.6E-01
1.340E-03	-1.52E-01	-1.44E-01		1.340E-03	6.0E-01	6.8E-01
1.344E-03	-1.76E-01	-1.56E-01		1.344E-03	6.4E-01	6.8E-01
1.348E-03	-1.80E-01	-1.68E-01		1.348E-03	6.4E-01	8.0E-01
1.352E-03	-1.68E-01	-1.60E-01		1.352E-03	6.4E-01	6.8E-01
1.356E-03	-1.72E-01	-1.52E-01		1.356E-03	6.4E-01	7.2E-01
1.360E-03	-1.84E-01	-1.68E-01		1.360E-03	6.0E-01	7.2E-01
1.364E-03	-1.76E-01	-1.68E-01		1.364E-03	6.0E-01	6.8E-01
1.368E-03	-1.76E-01	-1.64E-01		1.368E-03	5.6E-01	6.4E-01
1.372E-03	-2.04E-01	-1.80E-01		1.372E-03	6.4E-01	7.2E-01
1.376E-03	-2.08E-01	-1.92E-01		1.376E-03	6.4E-01	7.2E-01
1.380E-03	-2.00E-01	-1.96E-01		1.380E-03	6.4E-01	6.8E-01
1.384E-03	-2.36E-01	-2.00E-01		1.384E-03	6.0E-01	6.4E-01
1.388E-03	-2.56E-01	-2.36E-01		1.388E-03	6.4E-01	6.8E-01
1.392E-03	-2.44E-01	-2.24E-01		1.392E-03	6.4E-01	7.2E-01
1.396E-03	-2.40E-01	-2.24E-01		1.396E-03	6.8E-01	7.2E-01
1.400E-03	-2.76E-01	-2.44E-01		1.400E-03	6.0E-01	7.2E-01
1.404E-03	-2.76E-01	-2.44E-01		1.404E-03	6.4E-01	6.8E-01
