270	2400	100
280	1800	100
284	1600	40
288	1440	40
292	1200	40
296	1120	40
300	960	40
302	880	40
240	2900	100
250	2700	100
256	2600	100
260	2700	100
264	2600	100
268	2500	100
272	2400	100
276	2100	100
282	1700	100
286	1600	40
290	1360	40
294	1200	40
298	1040	40
302	920	40
304	840	40
306	760	40
308	720	40
310	680	40
312	640	40
314	600	40
316	520	20
318	500	20
320	480	20
322	440	20
324	420	20
326	390	10
328	370	10
330	330	10
332	320	10
334	300	10
336	270	10
338	250	10
340	240	10
342	230	10
344	220	10
346	200	10
348	180	10
350	170	10
354	160	4
358	140	4
2	120	4
6	116	4
10	100	4
12	92	4
16	80	4
18	74	2
20	68	2
22	64	2
24	62	2
26	58	2
28	52	2
30	48	2
32	46	2
34	40	2
36	38	2
38	38	1
40	36	1
42	34	1
44	33	1
46	31	1
48	27	1
50	24	1
52	23	1
54	21	1
56	19	1
58	16	0.4
60	16	0.4
62	15.2	0.4
64	14	0.4
66	13.2	0.4
68	12.4	0.4
70	10	0.4
72	8.8	0.4
74	8.2	0.4
76	8.0	0.4
78	7.8	0.4
80	6.2	0.4
82	6.6	0.2
84	5.6	0.2
86	5.4	0.2
88	5.0	0.2
90	4.8	0.2
92	4.6	0.2
94	4.2	0.2
96	3.8	0.2
98	3.4	0.2
100	3.0	0.1
102	2.8	0.1
104	2.5	0.1
106	2.5	0.1
108	2.2	0.1
110	2.1	0.1
112	1.9	0.1
114	1.7	0.1
116	1.5	0.1
118	1.3	0.1
120	1.2	0.1
122	1.1	0.1
124	1.0	0.1
126	0.9	0.1
128	0.8	0.1
130	0.7	0.1
132	0.7	0.1
136	0.6	0.1
