"Title        "	"Input A"	 		"Title        "	"Input B"	 
"ID           "	1	 		"ID           "	1	 
"Type         "	"Envelope"	 		"Type         "	"Envelope"	 
"Date         "	01/01/95	 		"Date         "	01/01/95	 
"Time         "	23:45:35	 		"Time         "	23:45:35	 
"X Scale      "	1.00E-02	 		"X Scale      "	1.00E-02	 
"X At 0%      "	-6.08E-02	 		"X At 0%      "	-6.08E-02	 
"X Resolution "	2.500000E+01	 		"X Resolution "	2.500000E+01	 
"X Size       "	300	 		"X Size       "	300	 
"X Unit       "	"s"	 		"X Unit       "	"s"	 
"X Label      "	"10 ms/Div"	 		"X Label      "	"10 ms/Div"	 
"Y Scale      "	1.00E-01	 		"Y Scale      "	1.00E+00	 
"Y At 50%     "	-4.00E-01	 		"Y At 50%     "	1.68E+00	 
"Y Resolution "	2.500000E+01	 		"Y Resolution "	2.500000E+01	 
"Y Size       "	256	 		"Y Size       "	256	 
"Y Unit       "	"V"	 		"Y Unit       "	"V"	 
"Y Label      "	"mV"	 		"Y Label      "	"V"	 

-1.48E-02	-2.8E-02	-2.0E-02		-1.48E-02	1.04E+00	1.16E+00
-1.44E-02	-2.4E-02	-1.6E-02		-1.44E-02	1.04E+00	1.16E+00
-1.40E-02	-2.4E-02	-1.6E-02		-1.40E-02	1.04E+00	1.16E+00
-1.36E-02	-3.2E-02	-2.4E-02		-1.36E-02	9.6E-01	1.12E+00
-1.32E-02	-2.8E-02	-1.6E-02		-1.32E-02	9.2E-01	1.12E+00
-1.28E-02	-2.8E-02	-2.0E-02		-1.28E-02	9.6E-01	1.12E+00
-1.24E-02	-2.8E-02	-2.0E-02		-1.24E-02	9.2E-01	1.04E+00
-1.20E-02	-2.8E-02	-2.0E-02		-1.20E-02	8.8E-01	1.04E+00
-1.16E-02	-2.4E-02	-1.6E-02		-1.16E-02	9.6E-01	1.12E+00
-1.12E-02	-3.2E-02	-2.0E-02		-1.12E-02	8.8E-01	1.04E+00
-1.08E-02	-1.24E-01	-2.4E-02		-1.08E-02	9.2E-01	1.08E+00
-1.04E-02	-6.4E-02	-2.0E-02		-1.04E-02	8.4E-01	9.6E-01
-1.00E-02	-2.8E-02	-2.0E-02		-1.00E-02	8.8E-01	1.04E+00
-9.6E-03	-2.8E-02	-2.0E-02		-9.6E-03	8.8E-01	1.04E+00
-9.2E-03	-2.4E-02	-1.6E-02		-9.2E-03	8.4E-01	9.6E-01
-8.8E-03	-3.2E-02	-2.0E-02		-8.8E-03	8.4E-01	9.6E-01
-8.4E-03	-3.2E-02	-2.0E-02		-8.4E-03	8.0E-01	9.2E-01
-8.0E-03	-2.8E-02	-2.0E-02		-8.0E-03	8.0E-01	9.2E-01
-7.6E-03	-2.8E-02	-1.2E-02		-7.6E-03	7.6E-01	8.4E-01
-7.2E-03	-2.8E-02	-2.0E-02		-7.2E-03	8.0E-01	8.8E-01
-6.8E-03	-3.2E-02	-2.0E-02		-6.8E-03	7.6E-01	8.4E-01
-6.4E-03	-3.6E-02	-2.4E-02		-6.4E-03	7.2E-01	8.4E-01
-6.0E-03	-2.8E-02	-2.0E-02		-6.0E-03	7.6E-01	8.4E-01
-5.6E-03	-2.8E-02	-2.0E-02		-5.6E-03	6.8E-01	8.4E-01
-5.2E-03	-2.8E-02	-1.6E-02		-5.2E-03	7.6E-01	8.4E-01
-4.8E-03	-2.8E-02	-2.0E-02		-4.8E-03	7.6E-01	8.4E-01
-4.4E-03	-3.2E-02	-1.6E-02		-4.4E-03	6.8E-01	8.0E-01
-4.0E-03	-3.2E-02	-2.0E-02		-4.0E-03	6.0E-01	7.2E-01
-3.6E-03	-2.8E-02	-2.0E-02		-3.6E-03	6.4E-01	7.6E-01
-3.2E-03	-3.2E-02	-2.0E-02		-3.2E-03	6.8E-01	8.0E-01
-2.8E-03	-2.8E-02	-2.0E-02		-2.8E-03	6.4E-01	7.2E-01
-2.4E-03	-3.2E-02	-2.0E-02		-2.4E-03	6.0E-01	7.2E-01
-2.0E-03	-2.8E-02	-2.0E-02		-2.0E-03	5.6E-01	6.8E-01
-1.6E-03	-3.2E-02	-2.4E-02		-1.6E-03	5.6E-01	6.8E-01
-1.2E-03	-3.6E-02	-2.0E-02		-1.2E-03	5.6E-01	7.2E-01
-8.E-04	-4.8E-02	-2.8E-02		-8.E-04	5.6E-01	6.8E-01
-4.E-04	-5.20E-01	-4.4E-02		-4.E-04	5.2E-01	6.8E-01
0.E-04	-1.80E-01	-2.4E-02		0.E-04	5.2E-01	6.4E-01
4.E-04	-3.6E-02	-2.4E-02		4.E-04	4.8E-01	6.0E-01
8.E-04	-3.2E-02	-2.0E-02		8.E-04	5.2E-01	6.4E-01
1.2E-03	-3.2E-02	-2.0E-02		1.2E-03	4.8E-01	6.0E-01
1.6E-03	-3.2E-02	-2.4E-02		1.6E-03	4.8E-01	6.0E-01
2.0E-03	-3.2E-02	-2.4E-02		2.0E-03	4.8E-01	6.0E-01
2.4E-03	-3.2E-02	-2.4E-02		2.4E-03	4.4E-01	6.0E-01
2.8E-03	-3.6E-02	-2.4E-02		2.8E-03	4.4E-01	5.6E-01
3.2E-03	-2.8E-02	-2.0E-02		3.2E-03	4.0E-01	5.2E-01
3.6E-03	-5.2E-02	-2.0E-02		3.6E-03	3.6E-01	5.2E-01
4.0E-03	-3.2E-02	-2.4E-02		4.0E-03	3.6E-01	4.8E-01
4.4E-03	-2.8E-02	-1.6E-02		4.4E-03	4.0E-01	4.8E-01
4.8E-03	-3.2E-02	-2.0E-02		4.8E-03	3.6E-01	4.8E-01
5.2E-03	-2.8E-02	-1.6E-02		5.2E-03	3.6E-01	4.8E-01
5.6E-03	-3.2E-02	-2.4E-02		5.6E-03	3.2E-01	4.8E-01
6.0E-03	-3.2E-02	-2.0E-02		6.0E-03	3.6E-01	4.8E-01
6.4E-03	-3.2E-02	-2.0E-02		6.4E-03	3.2E-01	4.8E-01
6.8E-03	-3.6E-02	-2.0E-02		6.8E-03	3.2E-01	4.4E-01
7.2E-03	-2.8E-02	-1.6E-02		7.2E-03	3.2E-01	4.0E-01
7.6E-03	-2.4E-02	-1.6E-02		7.6E-03	2.0E-01	3.6E-01
8.0E-03	-2.8E-02	-2.4E-02		8.0E-03	2.8E-01	3.6E-01
8.4E-03	-2.8E-02	-2.0E-02		8.4E-03	2.4E-01	3.6E-01
8.8E-03	-3.2E-02	-2.0E-02		8.8E-03	2.4E-01	3.2E-01
9.2E-03	-3.2E-02	-2.4E-02		9.2E-03	2.0E-01	3.6E-01
9.6E-03	-4.8E-02	-2.4E-02		9.6E-03	2.0E-01	3.2E-01
9.96E-03	-3.24E-01	-4.4E-02		9.96E-03	2.0E-01	3.2E-01
1.04E-02	-1.04E-01	-2.0E-02		1.04E-02	2.0E-01	3.2E-01
1.08E-02	-3.2E-02	-2.4E-02		1.08E-02	1.6E-01	2.8E-01
1.12E-02	-3.2E-02	-2.4E-02		1.12E-02	1.2E-01	2.8E-01
1.16E-02	-3.2E-02	-2.4E-02		1.16E-02	1.2E-01	2.8E-01
1.20E-02	-2.8E-02	-2.0E-02		1.20E-02	1.6E-01	2.4E-01
1.24E-02	-2.8E-02	-2.0E-02		1.24E-02	8.E-02	2.4E-01
1.28E-02	-2.8E-02	-1.6E-02		1.28E-02	1.2E-01	2.0E-01
1.32E-02	-2.4E-02	-2.0E-02		1.32E-02	4.E-02	2.0E-01
1.36E-02	-2.8E-02	-2.0E-02		1.36E-02	1.2E-01	2.0E-01
1.40E-02	-2.8E-02	-2.0E-02		1.40E-02	4.E-02	1.6E-01
1.44E-02	-3.2E-02	-2.4E-02		1.44E-02	8.E-02	1.6E-01
1.48E-02	-2.8E-02	-2.0E-02		1.48E-02	8.E-02	1.6E-01
1.52E-02	-2.8E-02	-2.0E-02		1.52E-02	8.E-02	1.6E-01
1.56E-02	-2.8E-02	-1.6E-02		1.56E-02	4.E-02	1.2E-01
1.60E-02	-2.8E-02	-1.6E-02		1.60E-02	0.E-02	1.2E-01
1.64E-02	-2.8E-02	-2.0E-02		1.64E-02	0.E-02	8.E-02
1.68E-02	-2.8E-02	-2.0E-02		1.68E-02	-4.E-02	8.E-02
1.72E-02	-2.8E-02	-2.0E-02		1.72E-02	0.E-02	8.E-02
1.76E-02	-3.2E-02	-2.0E-02		1.76E-02	-4.E-02	8.E-02
1.80E-02	-2.4E-02	-2.0E-02		1.80E-02	-4.E-02	4.E-02
1.84E-02	-2.8E-02	-2.0E-02		1.84E-02	-8.E-02	4.E-02
1.88E-02	-2.8E-02	-2.0E-02		1.88E-02	-1.2E-01	0.E-02
1.92E-02	-3.2E-02	-2.4E-02		1.92E-02	-1.2E-01	0.E-02
1.96E-02	-2.8E-02	-2.0E-02		1.96E-02	-1.2E-01	-4.E-02
2.00E-02	-3.2E-02	-2.4E-02		2.00E-02	-1.6E-01	-4.E-02
2.04E-02	-3.2E-02	-2.4E-02		2.04E-02	-1.2E-01	0.E-02
2.08E-02	-3.2E-02	-2.4E-02		2.08E-02	-1.6E-01	0.E-02
2.12E-02	-2.8E-02	-1.6E-02		2.12E-02	-1.6E-01	0.E-02
2.16E-02	-2.8E-02	-1.6E-02		2.16E-02	-1.6E-01	-4.E-02
2.20E-02	-2.8E-02	-2.0E-02		2.20E-02	-2.0E-01	-4.E-02
2.24E-02	-2.8E-02	-2.0E-02		2.24E-02	-2.0E-01	-8.E-02
2.28E-02	-2.4E-02	-1.6E-02		2.28E-02	-2.4E-01	-1.2E-01
2.32E-02	-3.2E-02	-2.4E-02		2.32E-02	-2.8E-01	-1.2E-01
2.36E-02	-2.8E-02	-2.0E-02		2.36E-02	-2.0E-01	-1.2E-01
2.40E-02	-3.2E-02	-2.0E-02		2.40E-02	-2.8E-01	-1.2E-01
2.44E-02	-2.8E-02	-1.6E-02		2.44E-02	-2.4E-01	-1.2E-01
2.48E-02	-8.4E-02	-2.4E-02		2.48E-02	-3.2E-01	-1.6E-01
2.52E-02	-1.24E-01	-2.4E-02		2.52E-02	-3.6E-01	-2.4E-01
2.56E-02	-3.6E-02	-2.4E-02		2.56E-02	-3.2E-01	-2.4E-01
2.60E-02	-2.8E-02	-2.0E-02		2.60E-02	-3.6E-01	-2.4E-01
2.64E-02	-3.2E-02	-2.0E-02		2.64E-02	-2.8E-01	-2.0E-01
2.68E-02	-2.4E-02	-1.6E-02		2.68E-02	-3.6E-01	-2.4E-01
2.72E-02	-2.8E-02	-2.0E-02		2.72E-02	-3.6E-01	-2.4E-01
2.76E-02	-2.8E-02	-1.6E-02		2.76E-02	-3.6E-01	-2.4E-01
2.80E-02	-3.2E-02	-2.0E-02		2.80E-02	-4.0E-01	-2.8E-01
2.84E-02	-3.2E-02	-2.0E-02		2.84E-02	-3.6E-01	-2.4E-01
2.88E-02	-3.2E-02	-2.0E-02		2.88E-02	-4.0E-01	-2.8E-01
2.92E-02	-3.2E-02	-2.0E-02		2.92E-02	-4.4E-01	-3.2E-01
2.96E-02	-3.2E-02	-2.0E-02		2.96E-02	-4.4E-01	-3.2E-01
3.00E-02	-3.2E-02	-2.0E-02		3.00E-02	-4.4E-01	-3.6E-01
3.04E-02	-3.2E-02	-2.4E-02		3.04E-02	-4.4E-01	-3.6E-01
3.08E-02	-2.8E-02	-2.0E-02		3.08E-02	-4.4E-01	-3.6E-01
3.12E-02	-2.8E-02	-1.6E-02		3.12E-02	-4.8E-01	-3.2E-01
3.16E-02	-3.2E-02	-2.4E-02		3.16E-02	-5.2E-01	-3.6E-01
3.20E-02	-2.8E-02	-2.0E-02		3.20E-02	-5.2E-01	-4.0E-01
3.24E-02	-3.2E-02	-2.0E-02		3.24E-02	-5.2E-01	-4.0E-01
3.28E-02	-2.8E-02	-1.6E-02		3.28E-02	-6.0E-01	-4.4E-01
3.32E-02	-3.2E-02	-2.0E-02		3.32E-02	-6.0E-01	-4.4E-01
3.36E-02	-2.8E-02	-1.6E-02		3.36E-02	-5.6E-01	-4.4E-01
3.40E-02	-3.2E-02	-2.4E-02		3.40E-02	-6.4E-01	-5.2E-01
3.44E-02	-2.8E-02	-2.0E-02		3.44E-02	-6.4E-01	-4.8E-01
3.48E-02	-3.6E-02	-2.4E-02		3.48E-02	-6.4E-01	-4.8E-01
3.52E-02	-4.80E-01	-3.2E-02		3.52E-02	-6.4E-01	-4.8E-01
3.56E-02	-2.92E-01	-2.0E-02		3.56E-02	-6.4E-01	-5.2E-01
3.60E-02	-2.8E-02	-1.6E-02		3.60E-02	-6.4E-01	-5.6E-01
3.64E-02	-2.8E-02	-2.0E-02		3.64E-02	-6.4E-01	-5.6E-01
3.68E-02	-2.8E-02	-1.2E-02		3.68E-02	-6.8E-01	-5.2E-01
3.72E-02	-2.8E-02	-2.0E-02		3.72E-02	-7.2E-01	-5.6E-01
3.76E-02	-2.8E-02	-2.0E-02		3.76E-02	-7.2E-01	-6.0E-01
3.80E-02	-2.8E-02	-1.6E-02		3.80E-02	-7.2E-01	-6.4E-01
3.84E-02	-2.8E-02	-1.6E-02		3.84E-02	-7.2E-01	-6.0E-01
3.88E-02	-2.8E-02	-2.0E-02		3.88E-02	-7.6E-01	-6.0E-01
3.92E-02	-2.8E-02	-2.0E-02		3.92E-02	-7.2E-01	-6.0E-01
3.96E-02	-5.2E-02	-2.4E-02		3.96E-02	-7.2E-01	-6.4E-01
4.00E-02	-3.2E-02	-2.0E-02		4.00E-02	-8.0E-01	-6.8E-01
