0,000000	0,793457
0,000000	0,817871
0,015625	0,830078
0,015625	0,939941
0,031250	0,903320
0,046875	0,891113
0,062500	0,891113
0,062500	0,878906
0,078125	0,891113
0,078125	0,866699
0,093750	0,854492
0,093750	0,842285
0,109375	0,830078
0,125000	0,866699
0,140625	0,878906
0,140625	0,927734
0,156250	0,976562
0,156250	1,037598
0,171875	1,159668
0,187500	1,293945
0,203125	1,391602
0,203125	1,525879
0,218750	1,623535
0,218750	1,757812
0,234375	1,879883
0,234375	2,001953
0,250000	2,099609
0,265625	2,197266
0,281250	2,294922
0,281250	2,331543
0,296875	2,416992
0,296875	2,416992
0,312500	2,465820
0,312500	2,441406
0,343750	2,441406
0,343750	2,368164
0,359375	2,331543
0,359375	2,233887
0,375000	2,209473
0,375000	2,075195
0,390625	2,001953
0,406250	1,892090
0,421875	1,794434
0,421875	1,708984
0,437500	1,623535
0,437500	1,574707
0,453125	1,501465
0,468750	1,538086
0,468750	1,489258
0,484375	1,562500
0,500000	1,562500
0,500000	1,623535
0,515625	1,684570
0,515625	1,794434
0,531250	1,855469
0,546875	1,965332
0,562500	2,026367
0,562500	2,136230
0,578125	2,233887
0,578125	2,319336
0,593750	2,404785
0,609375	2,453613
0,625000	2,526855
0,625000	2,539062
0,640625	2,600098
0,640625	2,575684
0,656250	2,624512
0,656250	2,600098
0,671875	2,600098
0,687500	2,539062
0,703125	2,551270
0,703125	2,478027
0,718750	2,478027
0,718750	2,368164
0,734375	2,343750
0,734375	2,258301
0,750000	2,221680
0,765625	2,136230
0,781250	2,087402
0,781250	2,014160
0,796875	1,977539
0,796875	1,879883
0,812500	1,818848
0,812500	1,721191
0,843750	1,647949
0,843750	1,562500
0,859375	1,501465
0,859375	1,440430
0,875000	1,379395
0,875000	1,330566
0,890625	1,281738
0,906250	1,232910
0,921875	1,171875
0,921875	1,123047
0,937500	1,098633
0,937500	1,098633
0,953125	1,074219
0,968750	1,074219
0,968750	1,086426
0,984375	1,110840
1,000000	1,123047
1,000000	1,147461
1,015625	1,208496
1,015625	1,269531
1,031250	1,342773
1,046875	1,416016
1,062500	1,489258
1,062500	1,586914
1,078125	1,684570
1,078125	1,757812
1,093750	1,855469
1,109375	1,928711
1,125000	2,026367
1,125000	2,099609
1,140625	2,172852
1,140625	2,258301
1,156250	2,355957
1,156250	2,429199
1,171875	2,490234
1,187500	2,539062
1,203125	2,612305
1,203125	2,636719
1,218750	2,685547
1,218750	2,722168
1,234375	2,795410
1,234375	2,819824
1,250000	2,880859
1,265625	2,893066
1,281250	2,954102
1,281250	2,954102
1,296875	3,002930
1,296875	3,002930
1,328125	3,051758
1,328125	3,063965
1,343750	3,112793
1,343750	3,112793
1,359375	3,161621
1,359375	3,149414
1,375000	3,186035
1,375000	3,198242
1,390625	3,222656
1,406250	3,222656
1,421875	3,271484
1,421875	3,247070
1,437500	3,271484
1,437500	3,271484
1,453125	3,308105
1,468750	3,308105
1,468750	3,332520
1,484375	3,320312
1,500000	3,369141
1,500000	3,344727
1,515625	3,356934
1,515625	3,332520
1,531250	3,369141
1,546875	3,356934
1,562500	3,369141
1,562500	3,369141
1,578125	3,393555
1,578125	3,393555
1,593750	3,405762
1,593750	3,369141
1,609375	3,405762
1,625000	3,381348
1,640625	3,405762
1,640625	3,405762
1,656250	3,430176
1,656250	3,430176
1,671875	3,442383
1,687500	3,405762
1,703125	3,442383
1,703125	3,442383
1,718750	3,466797
1,718750	3,466797
1,734375	3,491211
1,734375	3,491211
1,750000	3,503418
1,765625	3,491211
1,781250	3,515625
1,781250	3,503418
1,796875	3,515625
1,796875	3,527832
1,812500	3,552246
1,828125	3,540039
1,843750	3,540039
1,843750	3,552246
1,859375	3,552246
1,859375	3,552246
1,875000	3,564453
1,875000	3,588867
1,890625	3,601074
1,906250	3,588867
1,921875	3,588867
1,921875	3,601074
1,937500	3,601074
1,937500	3,576660
1,953125	3,588867
1,953125	3,613281
1,984375	3,613281
1,984375	3,613281
2,000000	3,625488
2,000000	3,625488
2,015625	3,613281
2,015625	3,613281
2,031250	3,613281
2,046875	3,613281
2,062500	3,625488
2,062500	3,625488
2,078125	3,625488
2,078125	3,601074
2,093750	3,601074
2,093750	3,576660
2,109375	3,576660
2,125000	3,576660
2,140625	3,576660
2,140625	3,564453
2,156250	3,576660
2,156250	3,527832
2,171875	3,491211
2,187500	3,466797
2,203125	3,442383
2,203125	3,381348
2,218750	3,356934
2,218750	3,247070
2,234375	3,234863
2,234375	3,100586
2,250000	3,027344
2,265625	2,905273
2,281250	2,807617
2,281250	2,673340
2,296875	2,563477
2,296875	2,416992
2,312500	2,319336
2,328125	2,197266
2,343750	2,099609
2,343750	2,001953
2,359375	1,904297
2,359375	1,831055
2,375000	1,745605
2,375000	1,696777
