0.000000	4.687500
0.000000	4.687500
0.015625	4.687500
0.015625	4.699707
0.031250	4.687500
0.031250	4.699707
0.046875	4.687500
0.062500	4.687500
0.078125	4.687500
0.078125	4.687500
0.093750	4.687500
0.093750	4.687500
0.109375	4.687500
0.125000	4.687500
0.140625	4.687500
0.140625	4.687500
0.156250	4.687500
0.156250	4.687500
0.171875	4.687500
0.171875	4.687500
0.187500	4.687500
0.203125	4.687500
0.218750	4.675293
0.218750	4.687500
0.234375	4.687500
0.234375	4.687500
0.250000	4.687500
0.265625	4.687500
0.265625	4.687500
0.281250	4.687500
0.312500	4.687500
0.312500	4.687500
0.312500	4.687500
0.328125	4.687500
0.328125	4.687500
0.343750	4.687500
0.359375	4.687500
0.359375	4.687500
0.375000	4.687500
0.375000	4.687500
0.390625	4.687500
0.390625	4.687500
0.406250	4.687500
0.421875	4.687500
0.437500	4.687500
0.437500	4.687500
0.453125	4.687500
0.453125	4.687500
0.468750	4.675293
0.484375	4.675293
0.500000	4.687500
0.500000	4.687500
0.515625	4.687500
0.515625	4.687500
0.531250	4.687500
0.531250	4.687500
0.546875	4.687500
0.562500	4.687500
0.578125	4.687500
0.578125	4.687500
0.593750	4.687500
0.593750	4.687500
0.609375	4.687500
0.625000	4.687500
0.640625	4.687500
0.640625	4.687500
0.656250	4.687500
0.656250	4.687500
0.671875	4.687500
0.671875	4.687500
0.687500	4.687500
0.703125	4.687500
0.718750	4.699707
0.718750	4.687500
0.734375	4.687500
0.734375	4.687500
0.750000	4.687500
0.765625	4.675293
0.765625	4.687500
0.781250	4.675293
0.796875	4.687500
0.796875	4.675293
0.812500	4.687500
0.812500	4.687500
0.828125	4.675293
0.843750	4.675293
0.859375	4.675293
0.859375	4.675293
0.875000	4.675293
0.875000	4.675293
0.890625	4.675293
0.890625	4.675293
0.906250	4.675293
0.921875	4.675293
0.937500	4.675293
0.937500	4.675293
0.953125	4.687500
0.953125	4.675293
0.968750	4.687500
0.984375	4.687500
1.000000	4.687500
1.000000	4.687500
1.015625	4.699707
1.015625	4.687500
1.031250	4.687500
1.031250	4.687500
1.046875	4.687500
1.062500	4.687500
1.078125	4.687500
1.078125	4.687500
1.093750	4.687500
1.093750	4.687500
1.109375	4.687500
1.109375	4.675293
1.140625	4.675293
1.140625	4.663086
1.156250	4.675293
1.156250	4.663086
1.171875	4.675293
1.171875	4.675293
1.187500	4.675293
1.203125	4.675293
1.218750	4.675293
1.218750	4.675293
1.234375	4.675293
1.234375	4.675293
1.250000	4.687500
1.250000	4.675293
1.265625	4.687500
1.281250	4.687500
1.296875	4.687500
1.296875	4.687500
1.312500	4.687500
1.312500	4.687500
1.328125	4.687500
1.343750	4.687500
1.359375	4.687500
