-15	0.023
-14	0.061
-13	0.123
-12	0.196
-11	0.283
-10	0.403
-9	0.639
-8	0.886
-7	1.20
-6	1.60
-5	1.97
-4	2.62
-3	3.27
-2	3.91
-1	4.38
0	5.26
1	5.91
2	6.38
3	6.95
4	8.18
5	9.00
6	10.4
7	11.3
8	11.8
9	11.7
10	11.9
11	11.6
12	10.7
13	9.65
14	9.17
15	8.95
16	8.00
17	6.85
18	5.65
19	4.90
20	4.23
21	3.67
22	3.01
23	2.42
24	1.92
25	1.42
26	1.06
27	0.745
28	0.532
29	0.372
30	0.241
31	0.147
32	0.066
33	0.022
34	0.005
